mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
12.813554763793945,0.452477302186957,0.02579609553019206,0.005068496090079862,0.8,0.1,3,100,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.11940298507462686,0.273972602739726,0.3764705882352941,0.256615392016549,0.10566264783659093,3
13.000638405481974,0.8484511338329019,0.020282665888468426,0.0044587798002009476,0.8,0.1,3,100,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.11764705882352941,0.2535211267605634,0.35714285714285715,0.24277034757564997,0.09806883226579552,5
20.675042311350506,0.9816501278700036,0.023285786310831707,0.007158312485797206,0.8,0.1,3,200,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.11940298507462686,0.2702702702702703,0.3902439024390244,0.25997238592797384,0.11080985349129256,1
20.66197125116984,0.7847748521938809,0.030523300170898438,0.005981555951965056,0.8,0.1,3,200,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.11594202898550725,0.2,0.3953488372093023,0.2370969553982699,0.1170446615479694,10
20.312560160954792,1.206238077689642,0.03049008051554362,0.016105263011565556,0.8,0.1,6,100,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.08823529411764706,0.2,0.37037037037037035,0.2195352214960058,0.11600651985184855,16
21.604613780975342,1.0901201231967652,0.030829826990763348,0.006902217388244565,0.8,0.1,6,100,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.08955223880597014,0.25,0.38095238095238093,0.24016820658611704,0.1191665748215135,7
26.46932276089986,0.8999219039810663,0.015053749084472656,0.002604291536082825,0.8,0.1,6,200,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.08955223880597014,0.2028985507246377,0.40963855421686746,0.23402978124915844,0.13251585430634139,12
26.701867977778118,1.6953483550768207,0.017740726470947266,0.0018246610782794766,0.8,0.1,6,200,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.08955223880597014,0.2465753424657534,0.35714285714285715,0.23109014613819356,0.10979079571153097,13
9.385334173838297,0.5466627509070868,0.02260422706604004,0.009349675440327516,0.8,0.2,3,100,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.14925373134328357,0.23684210526315788,0.37037037037037035,0.2521554023256039,0.0909175993738315,4
9.55225396156311,0.8004607166732598,0.022886355717976887,0.006075811818570039,0.8,0.2,3,100,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.15151515151515152,0.15151515151515152,0.40476190476190477,0.23593073593073596,0.11938166435617036,11
14.180862983067831,0.7320307401552371,0.014755566914876303,0.005153070151894924,0.8,0.2,3,200,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.14285714285714285,0.24,0.3950617283950617,0.2593062904174015,0.1038631724236239,2
14.981418689092001,0.8541903647127032,0.019386132558186848,0.011297686776541032,0.8,0.2,3,200,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.15151515151515152,0.15151515151515152,0.4235294117647059,0.24218657159833631,0.12822875200126815,6
13.22893500328064,1.2207387607142703,0.01366877555847168,0.0024259981870088762,0.8,0.2,6,100,0,1,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.09090909090909091,0.1917808219178082,0.3764705882352941,0.21972016702073108,0.11824211726335349,15
12.601840813954672,0.5633795590872563,0.01057871182759603,0.001926668826573973,0.8,0.2,6,100,0,1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",0.08823529411764706,0.2465753424657534,0.38095238095238093,0.23858767251192714,0.11963465324261675,9
